Accident_ID,Date,Time,Time_Period,Location,Latitude,Longitude,Weather,Road_Condition,Road_Type,Light_Condition,Severity,Vehicles_Involved,Casualties
A00980,2024-06-20,16:30,Afternoon,Main Highway,19.169904,72.899456,Rainy,Wet,Residential Road,Daylight,Minor,2,1
A00981,2024-06-20,23:20,Night,Ring Road,19.058231,72.907977,Clear,Dry,Expressway,Dark,Severe,4,2
A00982,2024-06-21,05:30,Morning,Junction Road,19.090648,73.046728,Cloudy,Dry,Urban Road,Dark,Minor,4,0
A00983,2024-06-21,18:10,Evening,Residential Area,18.941165,72.967501,Clear,Dry,Urban Road,Dusk,Moderate,2,0
A00984,2024-06-22,01:10,Night,Airport Road,18.903123,72.812793,Rainy,Slippery,Residential Road,Dark,Minor,1,1
A00985,2024-06-23,14:20,Afternoon,City Center,18.92206,72.823855,Foggy,Wet,Highway,Daylight,Minor,2,0
A00986,2024-06-23,10:00,Morning,City Center,18.977009,72.752232,Stormy,Slippery,Residential Road,Daylight,Minor,3,0
A00987,2024-06-24,07:40,Morning,Industrial Area,19.082642,72.998735,Rainy,Slippery,Expressway,Daylight,Moderate,5,1
A00988,2024-06-24,18:30,Evening,Industrial Area,18.908398,72.919964,Rainy,Slippery,Urban Road,Dusk,Minor,1,0
A00989,2024-06-25,12:10,Afternoon,Residential Area,18.962375,73.082487,Clear,Dry,Expressway,Daylight,Moderate,1,1
A00990,2024-06-25,11:00,Morning,College Road,19.212578,72.999904,Clear,Poor,Highway,Daylight,Moderate,4,6
A00991,2024-06-26,04:20,Night,Expressway,19.204867,72.786103,Cloudy,Dry,Urban Road,Dark,Moderate,3,2
A00992,2024-06-26,05:50,Morning,Junction Road,19.215892,72.80654,Rainy,Wet,Intersection,Dark,Moderate,5,0
A00993,2024-06-27,21:10,Night,Main Highway,19.268616,72.925604,Foggy,Dry,Intersection,Dark,Moderate,2,0
A00994,2024-06-27,03:20,Night,Bridge Road,18.947628,73.073706,Clear,Dry,Urban Road,Dark,Moderate,2,2
A00995,2024-06-28,18:30,Evening,Industrial Area,18.965256,72.836538,Foggy,Poor,Intersection,Dusk,Minor,2,0
A00996,2024-06-29,19:40,Evening,Ring Road,19.033421,73.038953,Rainy,Wet,Urban Road,Dusk,Moderate,2,1
A00997,2024-06-29,00:10,Night,Station Road,19.266056,72.859295,Cloudy,Wet,Urban Road,Dark,Moderate,2,1
A00998,2024-06-30,19:10,Evening,Market Road,19.210191,72.844464,Clear,Dry,Urban Road,Dusk,Moderate,2,1
A00999,2024-06-30,16:30,Afternoon,Airport Road,19.029649,73.065487,Clear,Dry,Intersection,Daylight,Minor,1,0
A01000,2024-07-01,11:50,Morning,Expressway,18.935054,72.766535,Cloudy,Dry,Highway,Daylight,Moderate,4,2
A01001,2024-07-01,14:00,Afternoon,Ring Road,19.146552,72.981259,Cloudy,Dry,Residential Road,Daylight,Minor,2,2
A01002,2024-07-02,00:40,Night,Station Road,19.002728,72.765109,Clear,Dry,Residential Road,Dark,Severe,3,9
A01003,2024-07-02,13:10,Afternoon,College Road,19.112461,73.030267,Cloudy,Dry,Expressway,Daylight,Minor,2,0
A01004,2024-07-03,05:40,Morning,College Road,19.276721,73.040292,Rainy,Dry,Urban Road,Dark,Fatal,3,4
A01005,2024-07-03,04:10,Night,Main Highway,19.129047,73.062675,Rainy,Dry,Urban Road,Dark,Moderate,2,0
A01006,2024-07-04,10:40,Morning,Residential Area,19.269534,72.815132,Foggy,Wet,Highway,Daylight,Minor,3,1
A01007,2024-07-05,03:20,Night,College Road,19.057216,72.793574,Clear,Dry,Residential Road,Dark,Minor,1,0
A01008,2024-07-05,12:10,Afternoon,City Center,19.153341,72.926237,Clear,Dry,Residential Road,Daylight,Minor,2,0
A01009,2024-07-06,10:40,Morning,Airport Road,19.257556,72.845071,Rainy,Wet,Residential Road,Daylight,Minor,3,1
A01010,2024-07-06,02:00,Night,City Center,19.135195,72.962204,Clear,Wet,Expressway,Dark,Minor,2,1
A01011,2024-07-07,00:20,Night,Market Road,19.145959,72.929812,Clear,Dry,Highway,Dark,Moderate,2,1
A01012,2024-07-07,05:20,Morning,Main Highway,19.186523,72.800698,Clear,Dry,Intersection,Dark,Minor,4,0
A01013,2024-07-08,17:00,Evening,Market Road,19.252843,73.008745,Clear,Wet,Residential Road,Daylight,Moderate,4,3
A01014,2024-07-08,23:40,Night,College Road,18.935272,73.031325,Clear,Dry,Highway,Dark,Minor,1,0
A01015,2024-07-09,09:30,Morning,Residential Area,19.034744,73.087065,Clear,Poor,Urban Road,Daylight,Severe,2,1
A01016,2024-07-09,04:00,Night,Industrial Area,19.059074,72.888439,Clear,Poor,Expressway,Dark,Moderate,2,0
A01017,2024-07-10,22:40,Night,Junction Road,19.263884,72.868207,Clear,Dry,Intersection,Dark,Minor,2,1
A01018,2024-07-11,09:00,Morning,Station Road,19.282403,72.817292,Cloudy,Dry,Urban Road,Daylight,Minor,5,0
A01019,2024-07-11,11:00,Morning,Station Road,18.948152,72.813303,Cloudy,Poor,Residential Road,Daylight,Minor,2,0
A01020,2024-07-12,01:10,Night,Main Highway,18.947643,72.862369,Cloudy,Poor,Highway,Dark,Minor,2,1
A01021,2024-07-12,12:40,Afternoon,Ring Road,19.273945,73.093636,Clear,Dry,Highway,Daylight,Moderate,5,3
A01022,2024-07-13,07:30,Morning,Ring Road,19.018309,72.782291,Clear,Wet,Residential Road,Daylight,Moderate,2,1
A01023,2024-07-13,01:10,Night,City Center,18.996726,72.840778,Cloudy,Dry,Residential Road,Dark,Severe,3,3
A01024,2024-07-14,19:00,Evening,City Center,18.914249,72.780092,Cloudy,Dry,Expressway,Dusk,Moderate,2,0
A01025,2024-07-14,00:50,Night,Station Road,19.010238,72.845771,Cloudy,Wet,Urban Road,Dark,Fatal,2,2
A01026,2024-07-15,04:00,Night,Junction Road,19.177411,72.782341,Clear,Dry,Highway,Dark,Severe,3,3
A01027,2024-07-16,08:00,Morning,Expressway,19.070414,72.927908,Foggy,Poor,Urban Road,Daylight,Severe,1,2
A01028,2024-07-16,16:40,Afternoon,Airport Road,19.106748,72.903424,Clear,Dry,Highway,Daylight,Moderate,2,2
A01029,2024-07-17,08:40,Morning,Market Road,19.266918,72.810918,Cloudy,Dry,Highway,Daylight,Minor,2,2
A01030,2024-07-17,10:10,Morning,Junction Road,18.945876,72.811183,Rainy,Wet,Urban Road,Daylight,Minor,1,0
A01031,2024-07-18,14:30,Afternoon,City Center,18.928496,72.969138,Cloudy,Dry,Urban Road,Daylight,Moderate,2,0
A01032,2024-07-18,23:10,Night,Residential Area,19.240772,72.885492,Clear,Dry,Urban Road,Dark,Moderate,2,2
A01033,2024-07-19,05:20,Morning,Station Road,19.209942,72.769668,Clear,Dry,Residential Road,Dark,Minor,2,0
A01034,2024-07-19,22:00,Night,Airport Road,19.005494,73.072067,Rainy,Wet,Highway,Dark,Moderate,2,1
A01035,2024-07-20,02:50,Night,Junction Road,19.029694,72.891733,Clear,Dry,Highway,Dark,Minor,3,2
A01036,2024-07-20,16:00,Afternoon,Market Road,19.024111,72.956867,Clear,Dry,Residential Road,Daylight,Moderate,2,1
A01037,2024-07-21,04:00,Night,Junction Road,19.159124,73.059894,Clear,Wet,Highway,Dark,Minor,2,1
A01038,2024-07-22,11:10,Morning,Junction Road,18.924485,72.890756,Rainy,Wet,Residential Road,Daylight,Moderate,3,2
A01039,2024-07-22,17:50,Evening,Ring Road,19.095761,73.037231,Clear,Dry,Highway,Daylight,Severe,2,1
A01040,2024-07-23,13:50,Afternoon,Station Road,18.953549,73.070163,Stormy,Wet,Urban Road,Daylight,Minor,3,0
A01041,2024-07-23,20:50,Evening,Bridge Road,19.227895,72.810924,Cloudy,Dry,Highway,Dusk,Moderate,3,0
A01042,2024-07-24,23:10,Night,Airport Road,19.052265,73.062372,Stormy,Wet,Highway,Dark,Severe,1,0
A01043,2024-07-24,10:00,Morning,Main Highway,19.111029,72.791941,Foggy,Dry,Residential Road,Daylight,Minor,1,1
A01044,2024-07-25,08:10,Morning,City Center,18.911727,72.846295,Cloudy,Dry,Intersection,Daylight,Minor,5,2
A01045,2024-07-25,01:40,Night,Industrial Area,18.923306,73.032874,Clear,Dry,Highway,Dark,Minor,2,1
A01046,2024-07-26,11:40,Morning,City Center,19.170022,73.06524,Clear,Wet,Urban Road,Daylight,Moderate,3,0
A01047,2024-07-26,02:10,Night,Market Road,19.206708,72.989449,Clear,Dry,Residential Road,Dark,Moderate,2,1
A01048,2024-07-27,02:50,Night,Station Road,19.184014,72.786689,Rainy,Wet,Urban Road,Dark,Minor,2,1
A01049,2024-07-28,00:00,Night,Ring Road,19.194807,72.933047,Clear,Dry,Expressway,Dark,Moderate,2,0
A01050,2024-07-28,07:10,Morning,Airport Road,18.941848,72.950422,Clear,Dry,Highway,Daylight,Minor,2,1
A01051,2024-07-29,21:10,Night,Industrial Area,19.17738,72.848651,Clear,Dry,Intersection,Dark,Severe,2,1
A01052,2024-07-29,07:10,Morning,Expressway,18.972699,73.096954,Foggy,Dry,Urban Road,Daylight,Minor,3,0
A01053,2024-07-30,10:20,Morning,City Center,18.939206,72.86747,Clear,Dry,Urban Road,Daylight,Severe,4,2
A01054,2024-07-30,08:40,Morning,College Road,19.202864,72.823589,Clear,Dry,Intersection,Daylight,Moderate,3,1
A01055,2024-07-31,04:50,Night,Bridge Road,19.255762,72.788548,Clear,Dry,Residential Road,Dark,Moderate,2,0
A01056,2024-07-31,13:30,Afternoon,Expressway,19.186684,72.882475,Foggy,Wet,Urban Road,Daylight,Moderate,4,1
A01057,2024-08-01,02:50,Night,College Road,19.222229,72.992417,Cloudy,Dry,Residential Road,Dark,Moderate,4,0
A01058,2024-08-01,20:30,Evening,Bridge Road,19.296435,72.830996,Clear,Dry,Residential Road,Dusk,Minor,4,2
A01059,2024-08-02,04:20,Night,Ring Road,18.953902,73.01934,Clear,Dry,Highway,Dark,Moderate,2,0
A01060,2024-08-03,04:10,Night,Residential Area,19.286061,72.79739,Clear,Dry,Residential Road,Dark,Moderate,3,1
A01061,2024-08-03,18:20,Evening,Bridge Road,19.140479,72.904164,Clear,Dry,Highway,Dusk,Moderate,3,2
A01062,2024-08-04,13:20,Afternoon,Industrial Area,19.225301,72.995831,Foggy,Dry,Expressway,Daylight,Moderate,2,0
A01063,2024-08-04,03:00,Night,Bridge Road,19.160068,72.797358,Rainy,Wet,Intersection,Dark,Severe,5,2
A01064,2024-08-05,12:40,Afternoon,Airport Road,19.128015,72.959245,Cloudy,Dry,Urban Road,Daylight,Moderate,1,0
A01065,2024-08-05,09:30,Morning,Junction Road,19.181448,73.029633,Rainy,Wet,Urban Road,Daylight,Minor,2,1
A01066,2024-08-06,17:10,Evening,City Center,19.028103,72.958442,Clear,Dry,Highway,Daylight,Moderate,4,1
A01067,2024-08-06,07:30,Morning,City Center,19.269709,72.929012,Rainy,Slippery,Highway,Daylight,Moderate,1,1
A01068,2024-08-07,07:50,Morning,Junction Road,18.946117,73.043405,Rainy,Wet,Intersection,Daylight,Severe,4,3
A01069,2024-08-08,06:30,Morning,Ring Road,19.027212,73.094897,Clear,Dry,Highway,Daylight,Severe,3,2
A01070,2024-08-08,07:50,Morning,College Road,18.912465,72.81346,Rainy,Slippery,Urban Road,Daylight,Moderate,1,0
A01071,2024-08-09,13:40,Afternoon,College Road,19.008529,72.991971,Clear,Dry,Expressway,Daylight,Minor,2,1
A01072,2024-08-09,18:50,Evening,Residential Area,18.987285,72.77823,Clear,Dry,Intersection,Dusk,Severe,3,0
A01073,2024-08-10,05:30,Morning,College Road,18.919852,72.764994,Clear,Wet,Urban Road,Dark,Moderate,3,0
A01074,2024-08-10,00:30,Night,Ring Road,19.09671,72.848287,Clear,Wet,Residential Road,Dark,Fatal,4,1
A01075,2024-08-11,22:50,Night,Bridge Road,19.087454,73.089822,Rainy,Wet,Residential Road,Dark,Minor,4,1
A01076,2024-08-11,14:20,Afternoon,Residential Area,18.931098,72.943268,Foggy,Dry,Intersection,Daylight,Minor,2,0
A01077,2024-08-12,00:40,Night,Ring Road,19.00474,72.843895,Cloudy,Dry,Residential Road,Dark,Minor,1,0
A01078,2024-08-12,16:00,Afternoon,Main Highway,19.281329,72.796405,Rainy,Wet,Residential Road,Daylight,Moderate,4,2
A01079,2024-08-13,00:10,Night,Junction Road,18.944295,73.072064,Rainy,Wet,Highway,Dark,Severe,2,5
A01080,2024-08-14,14:30,Afternoon,Market Road,19.022007,72.876828,Clear,Dry,Highway,Daylight,Minor,1,0
A01081,2024-08-14,22:10,Night,College Road,18.914345,72.857344,Cloudy,Dry,Residential Road,Dark,Moderate,3,0
A01082,2024-08-15,01:00,Night,Industrial Area,18.959555,73.050287,Clear,Poor,Intersection,Dark,Moderate,4,6
A01083,2024-08-15,13:10,Afternoon,City Center,19.179759,72.961541,Rainy,Dry,Intersection,Daylight,Moderate,3,1
A01084,2024-08-16,20:00,Evening,Junction Road,19.046687,72.809023,Foggy,Wet,Intersection,Dusk,Minor,2,0
A01085,2024-08-16,07:50,Morning,Market Road,19.080831,72.897529,Clear,Dry,Urban Road,Daylight,Severe,3,2
A01086,2024-08-17,07:20,Morning,College Road,18.962791,73.074881,Rainy,Wet,Expressway,Daylight,Minor,3,1
A01087,2024-08-17,18:30,Evening,Station Road,19.172856,73.065421,Cloudy,Wet,Expressway,Dusk,Moderate,4,0
A01088,2024-08-18,06:00,Morning,Expressway,19.200609,72.774538,Cloudy,Dry,Residential Road,Daylight,Minor,5,2
A01089,2024-08-18,18:10,Evening,Ring Road,18.972445,72.844015,Clear,Dry,Urban Road,Dusk,Moderate,2,1
A01090,2024-08-19,05:30,Morning,Airport Road,18.917997,72.804089,Clear,Dry,Urban Road,Dark,Severe,3,2
A01091,2024-08-20,05:20,Morning,Bridge Road,18.932376,72.936834,Clear,Dry,Intersection,Dark,Minor,5,4
A01092,2024-08-20,02:50,Night,Ring Road,19.162818,73.012494,Clear,Dry,Urban Road,Dark,Minor,2,2
A01093,2024-08-21,06:30,Morning,Industrial Area,18.954204,72.85344,Clear,Wet,Intersection,Daylight,Moderate,1,0
A01094,2024-08-21,18:00,Evening,Junction Road,19.097568,73.015299,Cloudy,Dry,Highway,Dusk,Moderate,4,3
A01095,2024-08-22,07:20,Morning,Residential Area,18.961057,72.98405,Clear,Dry,Expressway,Daylight,Moderate,2,0
A01096,2024-08-22,09:10,Morning,Main Highway,18.968059,73.004878,Foggy,Dry,Residential Road,Daylight,Minor,1,0
A01097,2024-08-23,19:20,Evening,Ring Road,18.901744,73.081885,Cloudy,Dry,Expressway,Dusk,Minor,2,0
A01098,2024-08-23,14:20,Afternoon,Ring Road,19.02833,72.898614,Rainy,Slippery,Urban Road,Daylight,Minor,2,1
A01099,2024-08-24,14:40,Afternoon,Ring Road,18.935919,72.869899,Clear,Poor,Intersection,Daylight,Minor,2,1
A01100,2024-08-25,00:20,Night,Market Road,19.057585,72.989347,Cloudy,Poor,Residential Road,Dark,Severe,2,0
A01101,2024-08-25,19:20,Evening,Bridge Road,19.139114,73.032645,Foggy,Poor,Urban Road,Dusk,Minor,5,2
A01102,2024-08-26,06:30,Morning,Bridge Road,19.047013,72.817006,Clear,Dry,Residential Road,Daylight,Moderate,3,1
A01103,2024-08-26,03:10,Night,Bridge Road,19.182033,73.04638,Clear,Dry,Urban Road,Dark,Minor,3,1
A01104,2024-08-27,05:30,Morning,Station Road,19.196581,72.770248,Rainy,Wet,Urban Road,Dark,Minor,1,0
A01105,2024-08-27,00:30,Night,Market Road,19.178643,72.752238,Clear,Poor,Urban Road,Dark,Moderate,3,2
A01106,2024-08-28,04:00,Night,Airport Road,19.274685,72.80545,Clear,Dry,Intersection,Dark,Moderate,3,1
A01107,2024-08-28,22:30,Night,Residential Area,18.994918,73.092534,Clear,Dry,Urban Road,Dark,Minor,3,0
A01108,2024-08-29,00:40,Night,Station Road,18.975783,72.933248,Clear,Wet,Residential Road,Dark,Minor,2,1
A01109,2024-08-29,03:40,Night,Market Road,19.143885,72.766299,Cloudy,Dry,Urban Road,Dark,Minor,2,1
A01110,2024-08-30,21:00,Night,Main Highway,19.137951,73.099011,Clear,Dry,Urban Road,Dark,Moderate,4,2
A01111,2024-08-31,01:50,Night,Junction Road,19.104039,73.010719,Foggy,Dry,Intersection,Dark,Moderate,3,3
A01112,2024-08-31,09:10,Morning,Ring Road,18.901741,73.043302,Rainy,Wet,Residential Road,Daylight,Minor,3,1
A01113,2024-09-01,04:10,Night,Bridge Road,19.122095,72.824529,Rainy,Wet,Intersection,Dark,Moderate,3,0
A01114,2024-09-01,09:30,Morning,Ring Road,19.273119,72.786907,Cloudy,Dry,Highway,Daylight,Moderate,2,0
A01115,2024-09-02,00:30,Night,Market Road,19.033831,72.93028,Rainy,Wet,Highway,Dark,Severe,3,5
A01116,2024-09-02,21:50,Night,City Center,19.28704,73.020261,Clear,Poor,Intersection,Dark,Severe,1,0
A01117,2024-09-03,05:30,Morning,Industrial Area,19.042703,72.973223,Foggy,Dry,Residential Road,Dark,Minor,3,1
A01118,2024-09-03,12:10,Afternoon,Station Road,18.955942,72.970871,Rainy,Wet,Highway,Daylight,Minor,5,1
A01119,2024-09-04,14:20,Afternoon,Airport Road,19.059361,73.014984,Rainy,Slippery,Urban Road,Daylight,Minor,3,0
A01120,2024-09-04,03:40,Night,Bridge Road,19.097845,72.829457,Cloudy,Dry,Expressway,Dark,Severe,2,1
A01121,2024-09-05,12:20,Afternoon,Main Highway,19.151786,72.981532,Clear,Dry,Urban Road,Daylight,Fatal,2,4
A01122,2024-09-06,23:20,Night,Station Road,19.101951,72.887239,Clear,Wet,Residential Road,Dark,Moderate,3,1
A01123,2024-09-06,19:10,Evening,Residential Area,19.114687,72.774414,Rainy,Wet,Urban Road,Dusk,Minor,4,0
A01124,2024-09-07,23:20,Night,Airport Road,18.909627,72.82075,Clear,Dry,Urban Road,Dark,Moderate,2,0
A01125,2024-09-07,14:50,Afternoon,Residential Area,19.001448,73.027901,Rainy,Wet,Intersection,Daylight,Minor,2,2
A01126,2024-09-08,07:00,Morning,Bridge Road,19.024279,73.063576,Clear,Dry,Highway,Daylight,Minor,2,1
A01127,2024-09-08,04:30,Night,Residential Area,19.294835,72.848988,Clear,Dry,Urban Road,Dark,Moderate,3,0
A01128,2024-09-09,14:00,Afternoon,Market Road,19.018227,72.816626,Clear,Dry,Expressway,Daylight,Minor,3,1
A01129,2024-09-09,03:40,Night,Industrial Area,19.258632,72.759354,Clear,Dry,Highway,Dark,Minor,5,3
A01130,2024-09-10,11:30,Morning,Residential Area,19.021894,73.081694,Cloudy,Poor,Urban Road,Daylight,Moderate,2,1
A01131,2024-09-10,12:20,Afternoon,Expressway,18.938444,72.989349,Clear,Dry,Residential Road,Daylight,Minor,3,0
A01132,2024-09-11,01:40,Night,Expressway,18.999047,73.084961,Stormy,Wet,Urban Road,Dark,Minor,2,1
A01133,2024-09-12,18:30,Evening,City Center,19.009131,73.052347,Cloudy,Dry,Urban Road,Dusk,Minor,2,0
A01134,2024-09-12,18:50,Evening,Airport Road,19.291299,72.869163,Clear,Dry,Urban Road,Dusk,Severe,3,2
A01135,2024-09-13,03:50,Night,City Center,19.169717,72.789439,Rainy,Slippery,Residential Road,Dark,Moderate,2,0
A01136,2024-09-13,03:50,Night,Industrial Area,19.272672,72.92467,Foggy,Dry,Residential Road,Dark,Minor,2,0
A01137,2024-09-14,10:50,Morning,Junction Road,19.233998,72.759385,Rainy,Slippery,Residential Road,Daylight,Moderate,3,1
A01138,2024-09-14,04:20,Night,Main Highway,19.131439,72.802471,Clear,Dry,Highway,Dark,Minor,2,0
A01139,2024-09-15,19:00,Evening,Industrial Area,19.170155,72.831701,Foggy,Dry,Residential Road,Dusk,Moderate,1,1
A01140,2024-09-15,10:30,Morning,College Road,19.149935,72.982976,Rainy,Wet,Intersection,Daylight,Moderate,2,1
A01141,2024-09-16,09:20,Morning,Station Road,19.166505,72.928457,Clear,Dry,Urban Road,Daylight,Severe,3,2
A01142,2024-09-17,07:50,Morning,City Center,19.005909,72.855847,Clear,Dry,Residential Road,Daylight,Moderate,4,0
A01143,2024-09-17,05:00,Morning,Market Road,19.06325,72.947669,Cloudy,Poor,Residential Road,Dark,Fatal,2,2
A01144,2024-09-18,05:40,Morning,Main Highway,19.137046,72.793821,Clear,Dry,Intersection,Dark,Fatal,3,1
A01145,2024-09-18,07:40,Morning,College Road,18.914371,73.014498,Rainy,Slippery,Intersection,Daylight,Severe,2,1
A01146,2024-09-19,22:40,Night,Industrial Area,19.093134,72.999212,Clear,Dry,Highway,Dark,Moderate,2,2
A01147,2024-09-19,14:50,Afternoon,Expressway,19.243891,72.825776,Foggy,Wet,Urban Road,Daylight,Minor,2,0
A01148,2024-09-20,13:40,Afternoon,Bridge Road,19.096947,72.962237,Cloudy,Dry,Urban Road,Daylight,Minor,4,1
A01149,2024-09-20,10:10,Morning,Station Road,19.120929,72.926156,Clear,Dry,Urban Road,Daylight,Minor,2,1
A01150,2024-09-21,11:30,Morning,Residential Area,18.980762,72.771286,Clear,Dry,Highway,Daylight,Minor,3,1
A01151,2024-09-21,12:30,Afternoon,Ring Road,19.217737,72.847354,Cloudy,Dry,Expressway,Daylight,Moderate,2,1
A01152,2024-09-22,07:50,Morning,Airport Road,19.043551,73.099819,Rainy,Slippery,Highway,Daylight,Moderate,5,0
A01153,2024-09-23,17:10,Evening,Expressway,19.282635,72.784837,Rainy,Wet,Urban Road,Daylight,Severe,4,2
A01154,2024-09-23,00:20,Night,Bridge Road,19.297486,72.927244,Clear,Dry,Residential Road,Dark,Minor,3,4
A01155,2024-09-24,14:20,Afternoon,City Center,19.2664,73.047267,Clear,Wet,Highway,Daylight,Minor,4,2
A01156,2024-09-24,07:40,Morning,Main Highway,18.933951,72.855228,Clear,Wet,Intersection,Daylight,Severe,3,2
A01157,2024-09-25,10:00,Morning,Main Highway,19.033273,72.841248,Rainy,Slippery,Expressway,Daylight,Minor,4,0
A01158,2024-09-25,11:20,Morning,Junction Road,19.278055,73.061778,Clear,Dry,Urban Road,Daylight,Minor,2,0
A01159,2024-09-26,11:00,Morning,Junction Road,19.221813,72.85669,Clear,Poor,Urban Road,Daylight,Fatal,1,1
A01160,2024-09-26,03:30,Night,Ring Road,19.264473,72.978023,Cloudy,Dry,Highway,Dark,Severe,3,0
A01161,2024-09-27,15:00,Afternoon,Main Highway,19.129021,73.00911,Foggy,Dry,Residential Road,Daylight,Minor,2,0
A01162,2024-09-27,03:30,Night,Market Road,19.092159,73.026016,Clear,Dry,Highway,Dark,Severe,2,1
A01163,2024-09-28,04:10,Night,Junction Road,18.942599,73.098166,Clear,Dry,Residential Road,Dark,Moderate,2,1
A01164,2024-09-29,23:10,Night,City Center,19.235789,73.031117,Cloudy,Dry,Expressway,Dark,Severe,2,1
A01165,2024-09-29,04:50,Night,Junction Road,19.198057,72.979954,Cloudy,Dry,Highway,Dark,Severe,3,1
A01166,2024-09-30,07:50,Morning,Industrial Area,18.923551,73.063412,Clear,Dry,Intersection,Daylight,Minor,1,0
A01167,2024-09-30,09:40,Morning,Main Highway,18.983766,73.067011,Foggy,Wet,Highway,Daylight,Moderate,5,0
A01168,2024-10-01,16:20,Afternoon,Main Highway,19.122911,73.090608,Rainy,Wet,Intersection,Daylight,Minor,4,1
A01169,2024-10-01,08:40,Morning,Industrial Area,19.173761,73.021763,Clear,Wet,Highway,Daylight,Minor,4,0
A01170,2024-10-02,21:30,Night,Industrial Area,18.955068,72.818225,Clear,Poor,Residential Road,Dark,Severe,2,2
A01171,2024-10-02,18:40,Evening,College Road,18.99793,72.998432,Cloudy,Dry,Urban Road,Dusk,Moderate,2,2
A01172,2024-10-03,13:00,Afternoon,Station Road,18.977244,72.776295,Rainy,Slippery,Expressway,Daylight,Moderate,5,4
A01173,2024-10-03,07:30,Morning,Station Road,18.987999,72.861287,Clear,Dry,Urban Road,Daylight,Severe,4,4
A01174,2024-10-04,08:50,Morning,Station Road,19.268285,72.790533,Rainy,Wet,Highway,Daylight,Severe,3,0
A01175,2024-10-05,21:10,Night,Junction Road,19.186328,73.08248,Cloudy,Dry,Residential Road,Dark,Severe,2,1
A01176,2024-10-05,10:50,Morning,Ring Road,19.194843,72.868564,Clear,Dry,Urban Road,Daylight,Moderate,2,1
A01177,2024-10-06,22:20,Night,Main Highway,19.217598,72.999625,Rainy,Dry,Residential Road,Dark,Minor,3,0
A01178,2024-10-06,00:30,Night,Ring Road,19.042629,72.949961,Foggy,Dry,Intersection,Dark,Minor,2,0
A01179,2024-10-07,13:30,Afternoon,Bridge Road,19.206874,72.787629,Clear,Dry,Urban Road,Daylight,Minor,3,1
A01180,2024-10-07,04:00,Night,Station Road,19.291365,72.946471,Clear,Dry,Urban Road,Dark,Minor,3,2
A01181,2024-10-08,20:20,Evening,Main Highway,19.179358,72.981358,Clear,Dry,Highway,Dusk,Moderate,3,2
A01182,2024-10-08,13:10,Afternoon,College Road,19.066701,73.058531,Foggy,Dry,Residential Road,Daylight,Moderate,2,0
A01183,2024-10-09,03:30,Night,Ring Road,19.186544,72.77453,Stormy,Slippery,Urban Road,Dark,Fatal,3,3
A01184,2024-10-10,21:30,Night,Industrial Area,19.260318,72.853472,Clear,Dry,Urban Road,Dark,Moderate,5,2
A01185,2024-10-10,22:00,Night,Ring Road,18.951505,72.992319,Rainy,Slippery,Highway,Dark,Moderate,3,2
A01186,2024-10-11,00:40,Night,Main Highway,19.006118,72.762016,Cloudy,Dry,Urban Road,Dark,Minor,3,1
A01187,2024-10-11,21:10,Night,Ring Road,19.267718,72.821244,Cloudy,Poor,Intersection,Dark,Minor,3,0
A01188,2024-10-12,22:50,Night,Airport Road,19.278493,72.826535,Clear,Dry,Urban Road,Dark,Minor,3,3
A01189,2024-10-12,18:20,Evening,Industrial Area,19.093656,72.984264,Clear,Dry,Residential Road,Dusk,Moderate,3,1
A01190,2024-10-13,07:30,Morning,Junction Road,19.04982,72.850086,Clear,Dry,Expressway,Daylight,Minor,2,0
A01191,2024-10-13,14:30,Afternoon,Junction Road,19.013113,72.959858,Cloudy,Dry,Expressway,Daylight,Moderate,2,1
A01192,2024-10-14,20:50,Evening,Residential Area,19.099501,73.087872,Clear,Dry,Urban Road,Dusk,Moderate,2,1
A01193,2024-10-14,14:10,Afternoon,College Road,19.273812,73.027635,Foggy,Dry,Residential Road,Daylight,Minor,1,0
A01194,2024-10-15,08:40,Morning,Bridge Road,18.959924,72.866516,Clear,Dry,Intersection,Daylight,Minor,2,1
A01195,2024-10-16,20:30,Evening,Industrial Area,19.067932,72.91534,Clear,Dry,Highway,Dusk,Moderate,2,0
A01196,2024-10-16,08:10,Morning,Station Road,19.264643,72.820236,Cloudy,Dry,Urban Road,Daylight,Minor,4,0
A01197,2024-10-17,09:50,Morning,Market Road,19.039648,72.755502,Rainy,Wet,Highway,Daylight,Severe,2,0
A01198,2024-10-17,19:00,Evening,City Center,19.207233,72.8514,Clear,Dry,Urban Road,Dusk,Moderate,2,2
A01199,2024-10-18,20:40,Evening,Main Highway,19.055704,72.879293,Clear,Dry,Urban Road,Dusk,Moderate,2,0
A01200,2024-10-18,08:20,Morning,Airport Road,19.221971,72.947529,Stormy,Wet,Expressway,Daylight,Severe,3,3
A01201,2024-10-19,02:30,Night,City Center,19.292401,73.080423,Clear,Poor,Highway,Dark,Moderate,1,1
A01202,2024-10-19,19:10,Evening,Station Road,19.055129,73.081748,Clear,Dry,Urban Road,Dusk,Fatal,2,2
A01203,2024-10-20,10:00,Morning,Expressway,19.238039,72.774534,Rainy,Wet,Residential Road,Daylight,Minor,2,0
A01204,2024-10-20,05:20,Morning,Bridge Road,19.295367,72.965126,Clear,Dry,Urban Road,Dark,Moderate,4,0
